Molecule name,class,dataset,SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3
Row967,0,test,4.67058,72.7154,139.5227724,67.63,389.086,387.9717208,4,2,1,1,4,0,12,24,28,2,2,0,0,1,0,0,1,0,0,0.166666667
Row968,0,test,2.87488,57.1467,100.3724518,58.04,248.188,248.0397339,4,1,1,1,3,0,6,18,24,3,2,0,1,1,0,1,1,0,0,0.083333333
Row969,0,test,3.5801,74.2949,123.2754872,58.2,310.687,310.0320616,4,2,2,2,2,3,7,21,30,2,2,0,0,0,0,0,2,0,0,0
Row970,0,test,1.9281,91.068,148.7510938,66.92,354.337,354.1015852,6,0,2,0,4,3,7,26,41,4,1,0,3,0,0,2,1,0,1,0.315789474
Row971,0,test,1.42996,35.872,58.94644671,47.58,128.134,128.0374481,2,0,0,0,2,0,2,10,14,1,1,0,0,0,0,0,1,0,0,0
Row972,0,test,0.95328,28.952,47.4085729,36.68,104.112,104.0374481,2,0,0,0,2,0,2,8,12,1,1,0,0,1,0,0,0,0,0,0
Row973,0,test,1.37246,31.275,50.50051467,47.58,130.197,129.9659401,2,0,2,0,4,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0.333333333
Row974,0,test,3.56018,63.548,94.34176286,36.68,238.362,237.9693112,2,0,3,0,5,0,5,14,20,2,2,0,0,1,0,0,1,0,0,0.111111111
Row975,0,test,2.4253,42.8148,60.63086018,20.23,134.178,134.0731649,1,1,1,1,1,0,1,10,20,1,1,0,0,0,0,0,1,0,0,0.111111111
Row976,0,test,0.3466,47.422,75.61610976,83.55,181.191,181.0738932,4,4,3,3,3,0,4,13,24,1,1,0,0,0,0,0,1,0,0,0.222222222
Row977,0,test,1.1223,57.6139,86.71270096,79.11,204.229,204.0898776,4,4,3,3,2,0,4,15,27,2,2,0,0,1,0,0,1,0,0,0.181818182
Row978,0,test,3.14537,67.8561,94.63851481,47.91,211.268,211.1109474,3,3,2,3,1,0,3,16,29,2,2,0,0,0,0,0,2,0,0,0
Row979,0,test,-0.57382,9.8004,18.47172141,49.81,42.041,42.02179806,2,2,0,1,2,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0
Row980,0,test,-0.4826,36.8568,59.56678719,86.18,144.174,144.0898776,4,4,5,2,2,2,4,10,22,0,0,0,0,0,0,0,0,0,0,0.666666667
Row981,0,test,-0.2895,19.9144,34.90887217,43.09,93.513,92.99814143,2,2,1,1,1,1,3,5,9,0,0,0,0,0,0,0,0,0,0,0.5
Row982,0,test,-0.404,24.0228,44.55379658,110.9,116.08,116.0334254,6,4,0,2,2,4,6,8,12,0,0,0,0,0,0,0,0,0,0,0
Row983,0,test,1.1772,39.6481,58.84762021,55.12,136.154,136.0636629,3,3,1,2,1,2,3,10,18,1,1,0,0,0,0,0,1,0,0,0
Row984,0,test,1.8304,42.5188,67.72753577,69.16,172.571,172.0039551,4,2,1,1,3,0,5,11,16,1,1,0,0,0,0,0,1,0,0,0
Row985,0,test,1.5731,51.7582,93.56219496,85.44,255.032,253.9661256,5,3,3,2,4,0,8,15,20,1,1,0,0,1,0,0,0,0,0,0.142857143
Row986,0,test,0.9744,32.5192,47.56552757,46.25,109.128,109.0527638,2,3,0,2,2,0,2,8,15,1,1,0,0,0,0,0,1,0,0,0
Row987,0,test,0.5812,53.0843,80.4982497,101.42,197.194,197.0800412,6,4,4,3,5,0,6,14,25,1,1,0,0,0,0,0,1,0,0,0.25
Row988,0,test,0.5155,40.669,64.39992983,80.39,173.193,173.0146641,4,3,1,2,3,0,5,11,18,1,1,0,0,0,0,0,1,0,0,0
Row989,0,test,0.851,35.2668,48.11118451,52.04,108.144,108.0687483,2,4,0,2,2,0,2,8,16,1,1,0,0,0,0,0,1,0,0,0
Row990,0,test,3.0124,60.5791,83.37825021,38.05,184.242,184.1000484,2,3,2,2,2,0,2,14,26,2,2,0,0,0,0,0,2,0,0,0
Row991,0,test,2.6433,61.7828,88.28182395,61.27,200.241,200.094963,3,4,2,2,3,0,3,15,27,2,2,0,0,0,0,0,2,0,0,0
Row992,0,test,0.246,33.0618,47.33083249,64.93,109.132,109.0639972,3,4,0,2,3,0,3,8,15,1,1,0,0,1,0,0,0,0,0,0
Row993,0,test,1.2688,30.8544,42.77129382,26.02,93.129,93.05784922,1,2,0,1,1,0,1,7,14,1,1,0,0,0,0,0,1,0,0,0
Row994,0,test,-0.3106,33.6618,56.07339468,90.71,145.553,145.0155228,5,4,0,2,5,0,6,9,13,1,1,0,0,1,0,0,0,0,0,0
Row995,0,test,-1.3818,33.0642,51.11001915,116.73,126.123,126.0653942,6,6,0,3,6,0,6,9,15,1,1,0,0,1,0,0,0,0,0,0
Row996,0,test,4.3679,67.3904,103.5484657,35.25,254.116,253.0061193,2,2,2,1,2,0,4,16,25,2,2,0,0,0,0,0,2,0,0,0
Row997,0,test,0.604,42.2248,60.84106874,52.04,136.198,136.1000484,2,4,2,2,2,0,2,10,22,1,1,0,0,0,0,0,1,0,0,0.25
Row998,0,test,-1.5066,30.9785,44.06372095,64.07,103.169,103.1109474,3,5,4,3,3,0,3,7,20,0,0,0,0,0,0,0,0,0,0,1
Row999,0,test,3.4789,52.958,77.60204256,9.23,170.211,170.0731649,1,0,2,0,1,0,1,13,23,2,2,0,0,0,0,0,2,0,0,0
Row1000,0,test,3.80564,109.2074,163.8837312,92.34,380.444,380.1736072,6,2,7,2,4,2,6,28,52,2,2,0,0,0,0,0,2,0,0,0.272727273
Row1001,0,test,2.5406,58.2432,86.68431872,63.32,201.31,201.172879,3,3,10,2,2,0,3,14,37,0,0,0,0,0,0,0,0,0,0,0.909090909
Row1002,0,test,2.6154,63.715,103.6978115,52.6,242.23,242.0579088,4,0,2,0,4,0,4,18,28,2,2,0,0,0,0,0,2,0,0,0
Row1003,0,test,3.3976,79.587,120.8018492,47.03,273.291,273.0789786,3,0,1,0,3,0,3,21,32,4,3,0,1,1,0,0,2,0,1,0.055555556
Row1004,0,test,4.0512,72.8165,104.6907949,17.07,230.266,230.0731649,1,0,0,0,1,0,1,18,28,4,3,0,1,0,0,0,3,0,1,0
Row1005,0,test,-0.15,20.333,40.26483565,43.37,100.073,100.016044,3,0,0,0,3,0,3,7,11,1,0,1,1,0,1,1,0,0,0,0.5
Row1006,0,test,0.3234,20.193,36.10331355,26.3,86.09,86.03677943,2,0,0,0,2,0,2,6,12,1,0,1,1,0,1,1,0,0,0,0.75
Row1007,0,test,1.7696,70.3384,110.0002611,58.2,252.273,252.0898776,4,2,2,2,2,3,4,19,31,3,2,1,1,0,1,1,2,0,0,0.066666667
Row1008,0,test,1.793,42.484,63.07940658,30.21,146.145,146.0367794,2,0,0,0,2,0,2,11,17,2,2,0,0,1,0,0,1,0,0,0
Row1009,0,test,2.6226,75.2737,125.9680576,146.49,315.197,315.0127495,10,0,3,0,7,0,10,23,28,3,2,0,1,0,0,0,2,0,1,0
Row1010,0,test,-0.6158,12.128,23.42723734,34.14,58.036,58.0054793,2,0,1,0,2,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0
Row1011,1,test,1.0921,24.0955,40.7521966,30.21,96.085,96.02112937,2,0,1,0,2,0,2,7,11,1,1,0,0,1,0,0,0,0,0,0
Row1012,0,test,3.2398,58.7223,95.25994605,50.19,242.061,240.9697338,3,1,1,1,2,0,5,15,20,2,2,0,0,1,0,0,1,0,0,0
Row1013,0,test,1.083,40.3606,68.07279905,74.6,166.132,166.0266087,4,2,2,2,2,0,4,12,18,1,1,0,0,0,0,0,1,0,0,0
Row1014,0,test,0.7812,47.3199,83.39349702,111.9,210.141,210.0164379,6,3,3,3,3,0,6,15,21,1,1,0,0,0,0,0,1,0,0,0
Row1015,0,test,1.4332,36.2063,62.27501529,50.19,157.556,156.993056,3,1,1,1,2,0,4,10,14,1,1,0,0,1,0,0,0,0,0,0
Row1016,0,test,5.9961,119.582,168.6489043,12.47,371.524,371.2249145,2,0,8,0,2,0,2,28,57,3,3,0,0,0,0,0,3,0,0,0.230769231
Row1017,0,test,3.2739,52.8118,90.02684188,37.3,239.485,237.9355124,2,1,2,1,1,0,5,13,18,1,1,0,0,0,0,0,1,0,0,0.125
Row1018,0,test,3.1102,54.6028,95.14038711,46.53,255.484,253.9304271,3,1,3,1,2,0,6,14,19,1,1,0,0,0,0,0,1,0,0,0.125
Row1019,1,test,4.0676,87.0368,137.7505958,46.01,331.202,330.0326684,3,1,3,1,3,0,5,22,34,3,3,0,0,1,0,0,2,0,0,0.058823529
Row1020,0,test,0.8249,27.4468,46.86990146,20.23,128.986,127.9795702,1,1,2,1,1,0,3,6,12,0,0,0,0,0,0,0,0,0,0,1
Row1021,0,test,-3.5854,38.1988,69.32936411,121.38,182.172,182.0790382,6,6,5,6,6,0,6,12,26,0,0,0,0,0,0,0,0,0,0,1
Row1022,0,test,-5.7612,70.8322,131.1229774,200.53,344.313,344.1318616,11,9,8,9,11,0,11,23,47,1,0,1,1,0,1,1,0,0,0,1
Row1023,0,test,-17.4064,261.0672,495.7173837,633.2,1297.128,1296.422587,40,24,8,24,40,0,40,88,168,30,0,30,30,0,30,30,0,0,0,1
Row1024,0,test,-1.6561,79.544,146.9635551,128.84,397.635,396.0145506,8,5,5,5,8,0,11,23,42,2,0,2,2,0,2,2,0,0,0,1
Row1025,0,test,2.699,38.1268,62.83216933,20.23,163.003,161.9639201,1,1,0,1,1,0,3,9,13,1,1,0,0,0,0,0,1,0,0,0
Row1026,0,test,2.47308,58.2558,91.50683491,44.02,370.915,370.8304097,2,1,0,1,2,0,4,11,14,1,1,0,0,0,0,0,1,0,0,0
Row1027,0,test,2.6886,59.0196,88.44190694,40.46,200.237,200.0837296,2,2,2,2,2,0,2,15,27,2,2,0,0,0,0,0,2,0,0,0.076923077
Row1028,0,test,2.0456,33.1168,52.5289031,20.23,128.558,128.0028925,1,1,0,1,1,0,2,8,13,1,1,0,0,0,0,0,1,0,0,0
Row1029,0,test,1.3922,28.1068,42.22563687,20.23,94.113,94.04186481,1,1,0,1,1,0,1,7,13,1,1,0,0,0,0,0,1,0,0,0
Row1030,0,test,1.988,76.244,122.1076695,131.36,302.238,302.0426527,7,5,1,5,7,0,7,22,32,3,3,0,0,1,0,0,2,0,0,0
Row1031,0,test,2.4479,78.1695,120.2816993,61.69,286.718,286.0509053,4,2,1,2,3,1,5,20,31,3,2,0,1,0,0,1,2,0,0,0.066666667
Row1032,0,test,-0.6611,32.824,59.57812609,83.6,199.988,198.9480198,5,2,3,2,4,0,6,9,15,0,0,0,0,0,0,0,0,0,0,1
Row1033,0,test,0.7472,44.1926,71.5225822,40.46,261.941,259.9047538,2,2,4,2,2,0,4,9,19,0,0,0,0,0,0,0,0,0,0,1
Row1034,0,test,1.1789,32.3648,48.59057899,20.23,108.14,108.0575149,1,1,1,1,1,0,1,8,16,1,1,0,0,0,0,0,1,0,0,0.142857143
Row1035,0,test,0.1577,26.0598,43.10096731,29.46,102.133,102.0680796,2,1,1,1,2,0,2,7,17,1,0,1,1,0,1,1,0,0,0,1
Row1036,0,test,-1.0456,31.5396,52.84724655,73.13,134.135,134.0691422,5,2,5,2,4,0,5,9,19,0,0,0,0,0,0,0,0,0,0,1
Row1037,0,test,0.8596,41.8188,59.58967186,61.27,138.17,138.0793129,3,4,1,2,3,0,3,10,20,1,1,0,0,0,0,0,1,0,0,0.142857143
Row1038,0,test,2.0763,53.5454,86.1296116,69.44,207.185,207.0531578,5,0,3,0,4,0,5,15,24,1,1,0,0,0,0,0,1,0,0,0.1
Row1039,0,test,1.6229,83.799,135.9940638,66.92,318.373,318.1579572,6,0,5,0,4,3,6,23,45,2,0,2,2,0,1,1,0,1,1,0.588235294
Row1040,0,test,0.609,97.6644,160.2975911,161.5,410.412,410.1008533,12,3,7,3,10,2,13,28,46,2,2,0,0,1,0,0,1,0,0,0.266666667
