Molecule name,class,dataset,SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3
Row795,0,test,5.9112,75.706,104.2133827,0,226.448,226.2660511,0,0,4,0,0,0,0,16,50,0,0,0,0,0,0,0,0,0,0,1
Row796,0,test,0.6639,49.108,78.85521104,46.61,187.239,187.1208434,4,0,4,0,3,1,4,13,30,0,0,0,0,0,0,0,0,0,0,0.777777778
Row797,0,test,2.3765,25.964,46.01399182,0,133.405,131.9300331,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,1
Row798,0,test,1.81,21.168,35.7107256,0,98.96,97.96900549,0,0,0,0,0,0,2,4,8,0,0,0,0,0,0,0,0,0,0,1
Row799,0,test,3.5317,99.3636,149.5885343,58.92,344.451,344.1987594,4,2,8,2,4,0,4,25,53,2,2,0,0,0,0,0,2,0,0,0.428571429
Row800,0,test,-0.5692,51.4824,79.80132287,63.93,191.271,191.1521435,4,3,6,3,4,0,4,13,34,0,0,0,0,0,0,0,0,0,0,1
Row801,0,test,2.1919,49.1778,80.89879677,46.53,200.621,200.0240218,3,1,3,1,2,0,4,13,22,1,1,0,0,0,0,0,1,0,0,0.222222222
Row802,0,test,1.2033,31.5898,48.14051139,37.3,112.128,112.0524295,2,1,2,1,1,0,2,8,16,0,0,0,0,0,0,0,0,0,0,0.166666667
Row803,0,test,1.3176,30.018,43.34627764,17.07,96.129,96.05751488,1,0,2,0,1,0,1,7,15,0,0,0,0,0,0,0,0,0,0,0.166666667
Row804,0,test,0.2052,11.738,19.26571524,17.07,44.053,44.02621475,1,0,0,0,1,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0.5
Row805,0,test,7.46098,130.392,209.38347,59.32,665.014,660.8098419,4,0,6,0,4,0,8,30,49,3,2,1,1,0,0,0,2,1,1,0.363636364
Row806,0,test,6.54398,108.156,182.3884911,59.32,449.856,449.1005558,4,0,6,0,4,0,8,31,50,3,2,1,1,0,0,0,2,1,1,0.304347826
Row807,0,test,5.26898,98.456,153.9132796,59.32,349.43,349.1677936,4,0,5,0,4,0,4,26,49,3,2,1,1,0,0,0,2,1,1,0.363636364
Row808,0,test,-0.3956,30.7534,52.6159569,58.2,128.131,128.0585775,4,2,0,2,2,3,4,9,17,1,0,1,1,0,1,1,0,0,0,0.6
Row809,0,test,-0.86288,66.024,108.4342376,103.21,263.253,263.0906059,7,2,3,2,4,1,7,19,32,2,2,0,0,1,0,0,1,0,0,0.25
Row810,0,test,1.92962,46.742,74.63991863,58.86,174.159,174.0429274,4,0,2,0,4,0,4,13,19,1,1,0,0,0,0,0,1,0,0,0.111111111
Row811,0,test,2.35402,37.8538,58.89384521,20.23,142.585,142.0185425,1,1,0,1,1,0,2,9,16,1,1,0,0,0,0,0,1,0,0,0.142857143
Row812,0,test,1.48542,42.2458,63.78921165,69.16,152.153,152.0585775,4,2,1,1,3,0,4,11,19,1,1,0,0,0,0,0,1,0,0,0.142857143
Row813,0,test,1.57722,35.5914,49.13623593,26.02,107.156,107.0734993,1,2,0,1,1,0,1,8,17,1,1,0,0,0,0,0,1,0,0,0.142857143
Row814,0,test,1.51702,46.1526,77.89653043,106.51,198.134,198.0276713,7,1,2,1,5,0,7,14,20,1,1,0,0,0,0,0,1,0,0,0.142857143
Row815,0,test,2.35402,37.8538,58.89384521,20.23,142.585,142.0185425,1,1,0,1,1,0,2,9,16,1,1,0,0,0,0,0,1,0,0,0.142857143
Row816,0,test,2.62,66.1817,98.87366116,38.33,235.308,235.0666997,3,1,2,1,3,1,4,16,29,2,1,0,1,0,0,1,1,0,0,0.25
Row817,0,test,1.48542,42.2458,63.78921165,69.16,152.153,152.0585775,4,2,1,1,3,0,4,11,19,1,1,0,0,0,0,0,1,0,0,0.142857143
Row818,0,test,1.15944,97.3107,160.8871919,136.58,406.42,406.0947053,10,2,5,2,8,2,11,28,46,3,2,1,1,1,1,1,1,0,0,0.294117647
Row819,0,test,2.3218,41.779,62.12487586,17.07,138.21,138.1044651,1,0,0,0,1,0,1,10,24,1,0,0,1,0,0,0,0,0,1,0.666666667
Row820,0,test,2.61186,40.653,56.52622946,0,120.195,120.0939004,0,0,0,0,0,0,0,9,21,1,1,0,0,0,0,0,1,0,0,0.333333333
Row821,0,test,1.88564,40.3284,55.50117805,26.02,121.183,121.0891494,1,2,0,1,1,0,1,9,20,1,1,0,0,0,0,0,1,0,0,0.25
Row822,0,test,2.43452,65.2668,98.12467273,50.94,225.251,225.090212,4,1,1,1,4,0,4,17,28,3,3,0,0,1,0,0,2,0,0,0.076923077
Row823,0,test,3.29252,49.879,69.25611369,0,148.249,148.1252005,0,0,0,0,0,0,0,11,27,1,1,0,0,0,0,0,1,0,0,0.454545455
Row824,0,test,1.69322,38.1383,59.1170432,37.3,136.15,136.0524295,2,1,1,1,1,0,2,10,18,1,1,0,0,0,0,0,1,0,0,0.125
Row825,0,test,0.64242,42.5522,65.89701182,60.16,171.221,171.0353995,3,2,1,1,2,0,4,11,20,1,1,0,0,0,0,0,1,0,0,0.142857143
Row826,0,test,2.21164,42.5704,64.81426307,43.14,151.165,151.0633285,3,0,1,0,2,0,3,11,20,1,1,0,0,0,0,0,1,0,0,0.25
Row827,0,test,0.82392,45.406,70.76487194,80.39,187.22,187.0303141,4,3,1,2,3,0,5,12,21,1,1,0,0,0,0,0,1,0,0,0.142857143
Row828,0,test,1.48562,44.3851,65.21256233,55.12,150.181,150.0793129,3,3,1,2,1,2,3,11,21,1,1,0,0,0,0,0,1,0,0,0.125
Row829,0,test,1.70062,32.8438,48.59057899,20.23,108.14,108.0575149,1,1,0,1,1,0,1,8,16,1,1,0,0,0,0,0,1,0,0,0.142857143
Row830,0,test,2.21164,42.5704,64.81426307,43.14,151.165,151.0633285,3,0,1,0,2,0,3,11,20,1,1,0,0,0,0,0,1,0,0,0.25
Row831,0,test,2.61186,40.653,56.52622946,0,120.195,120.0939004,0,0,0,0,0,0,0,9,21,1,1,0,0,0,0,0,1,0,0,0.333333333
Row832,0,test,1.88564,40.3284,55.50117805,26.02,121.183,121.0891494,1,2,0,1,1,0,1,9,20,1,1,0,0,0,0,0,1,0,0,0.25
Row833,1,test,2.00904,37.5808,54.9555211,20.23,122.167,122.0731649,1,1,0,1,1,0,1,9,19,1,1,0,0,0,0,0,1,0,0,0.25
Row834,0,test,3.76221,77.3301,107.368399,47.91,239.322,239.1422475,3,3,2,3,1,0,3,18,35,2,2,0,0,0,0,0,2,0,0,0.133333333
Row835,0,test,-0.19628,64.6065,106.6290373,133.08,267.245,267.0967539,9,2,3,2,6,0,9,19,32,2,1,1,1,1,1,1,0,0,0,0.6
Row836,1,test,0.71812,23.3247,36.22515364,28.68,82.106,82.05309819,2,1,0,1,1,0,2,6,12,1,1,0,0,1,0,0,0,0,0,0.25
Row837,0,test,1.51172,72.6855,123.2407062,89.25,325.3,325.044502,7,1,3,1,6,0,10,22,31,3,3,0,0,2,0,0,1,0,0,0.083333333
Row838,0,test,0.8166,60.1777,92.67206548,69.95,217.232,217.09636,6,1,2,1,4,2,6,16,27,2,1,0,1,1,0,1,0,0,0,0.2
Row839,0,test,0.80342,62.33,89.94430556,64.52,210.277,210.1368278,4,4,6,4,4,0,4,15,33,1,1,0,0,0,0,0,1,0,0,0.454545455
Row840,0,test,2.5866,32.249,45.92307256,0,98.189,98.10955045,0,0,0,0,0,0,0,7,21,1,0,1,1,0,0,0,0,1,1,1
Row841,1,test,4.6655,101.177,166.1385205,58.4,406.269,405.0646968,6,0,5,0,6,0,8,27,44,4,3,1,1,1,1,1,2,0,0,0.263157895
Row842,0,test,3.7393,89.5998,141.52293,68.12,341.835,341.1393859,5,1,6,1,5,0,6,23,47,2,0,1,2,0,1,1,0,0,1,0.647058824
Row843,1,test,2.7221,60.1216,96.99135677,106.51,240.215,240.0746215,7,1,4,1,5,0,7,17,29,1,1,0,0,0,0,0,1,0,0,0.4
Row844,0,test,4.1074,73.1934,99.4506644,24.06,220.36,220.1939488,2,2,6,2,2,0,2,16,40,1,1,0,0,0,0,0,1,0,0,0.571428571
Row845,0,test,0.3739,48.3324,77.8143693,55.61,188.227,188.1160924,5,0,4,0,4,0,5,13,29,1,0,1,1,0,1,1,0,0,0,1
Row846,0,test,-0.6403,33.9814,54.94666286,60.69,134.175,134.0942943,3,3,4,3,3,0,3,9,23,0,0,0,0,0,0,0,0,0,0,1
Row847,0,test,3.16412,80.101,120.0540494,29.54,283.799,283.1339066,3,0,6,0,2,1,4,19,41,1,1,0,0,0,0,0,1,0,0,0.533333333
Row848,0,test,4.45154,105.1247,155.7407945,49.41,352.478,352.2150781,4,1,3,1,2,2,4,26,54,2,2,0,0,0,0,0,2,0,0,0.363636364
Row849,0,test,2.9871,75.28,113.6891073,29.54,269.772,269.1182566,3,0,6,0,2,1,4,18,38,1,1,0,0,0,0,0,1,0,0,0.5
Row850,0,test,2.249,35.82,50.16128735,0,106.168,106.0782503,0,0,1,0,0,0,0,8,18,1,1,0,0,0,0,0,1,0,0,0.25
Row851,0,test,1.6333,78.497,122.8571037,91.65,289.335,289.1426415,6,2,4,2,4,1,6,21,40,2,1,0,1,1,0,1,0,0,0,0.466666667
Row852,0,test,2.5238,70.6808,104.6407251,77.82,248.717,248.0828741,4,4,2,2,4,0,5,17,30,2,2,0,0,1,0,0,1,0,0,0.166666667
Row853,0,test,2.9767,36.866,52.28801468,0,112.216,112.1252005,0,0,1,0,0,0,0,8,24,1,0,1,1,0,0,0,0,1,1,1
Row854,0,test,2.0227,68.1701,108.1935018,90.65,260.334,260.1736072,6,3,7,2,4,2,6,18,42,0,0,0,0,0,0,0,0,0,0,0.833333333
Row855,0,test,1.38499,46.2424,69.48582777,48.65,170.237,170.0513839,3,2,2,2,2,0,4,11,21,1,1,0,0,1,0,0,0,0,0,0.428571429
Row856,0,test,1.2748,43.7982,63.42797028,46.25,145.246,145.1466642,2,3,5,2,2,0,2,10,29,0,0,0,0,0,0,0,0,0,0,1
Row857,0,test,1.5576,46.4206,69.24725545,40.46,160.257,160.1463299,2,2,6,2,2,0,2,11,31,0,0,0,0,0,0,0,0,0,0,1
Row858,1,test,2.1951,40.3918,58.08807958,20.23,130.231,130.1357652,1,1,5,1,1,0,1,9,27,0,0,0,0,0,0,0,0,0,0,1
Row859,0,test,6.4855,101.0045,150.2982806,44.76,362.406,362.164696,4,0,11,0,4,0,5,25,52,2,2,0,0,0,0,0,2,0,0,0.4
Row860,0,test,1.052,33.3364,50.0653744,43.09,115.176,115.099714,2,2,4,1,1,1,2,8,21,0,0,0,0,0,0,0,0,0,0,0.833333333
Row861,0,test,5.5676,91.8986,135.4393445,54.37,326.502,326.1915658,3,1,11,1,2,0,4,22,52,1,1,0,0,0,0,0,1,0,0,0.666666667
Row862,0,test,6.4876,75.986,104.2133827,0,226.448,226.2660511,0,0,13,0,0,0,0,16,50,0,0,0,0,0,0,0,0,0,0,1
Row863,0,test,2.0253,25.628,38.1373436,0,92.569,92.03927797,0,0,2,0,0,0,1,5,14,0,0,0,0,0,0,0,0,0,0,1
Row864,0,test,0.7788,21.9938,32.62831112,20.23,74.123,74.07316494,1,1,2,1,1,0,1,5,15,0,0,0,0,0,0,0,0,0,0,1
Row865,0,test,5.0033,91.712,154.6264462,57.65,383.366,383.1344428,5,0,8,0,5,0,8,27,47,2,2,0,0,1,0,0,1,0,0,0.368421053
Row866,0,test,3.2334,70.202,110.0336332,52.6,258.358,258.1831093,4,0,11,0,4,0,4,18,44,0,0,0,0,0,0,0,0,0,0,0.857142857
Row867,0,test,0.7954,32.8128,50.47174058,29.46,118.176,118.0993797,2,1,5,1,2,0,2,8,22,0,0,0,0,0,0,0,0,0,0,1
Row868,0,test,6.6944,89.7045,119.6582981,17.07,314.522,314.0961651,1,0,12,0,4,0,5,17,44,0,0,0,0,0,0,0,0,0,0,1
Row869,0,test,2.9815,55.683,79.70325374,20.31,189.324,189.1187352,2,0,5,0,2,1,3,12,31,0,0,0,0,0,0,0,0,0,0,0.888888889
Row870,0,test,4.1482,77.5478,129.5483892,89.52,335.282,335.1092907,7,0,7,0,5,0,10,23,39,1,1,0,0,0,0,0,1,0,0,0.538461538
Row871,0,test,0.4053,28.1958,44.10679847,29.46,104.149,104.0837296,2,1,4,1,2,0,2,7,19,0,0,0,0,0,0,0,0,0,0,1
Row872,0,test,0.9761,37.743,61.31751627,35.53,146.186,146.0942943,3,0,5,0,3,0,3,10,24,0,0,0,0,0,0,0,0,0,0,0.857142857
Row873,0,test,3.4755,81.966,119.7025635,29.54,271.36,271.1572289,3,0,5,0,2,1,3,20,41,2,2,0,0,0,0,0,2,0,0,0.352941176
Row874,0,test,2.47702,58.4305,85.54241158,20.31,191.274,191.1310142,2,0,3,0,1,1,2,14,31,1,1,0,0,0,0,0,1,0,0,0.416666667
Row875,0,test,3.6212,86.22,117.90714,6.48,296.552,296.0509326,2,0,4,0,4,0,6,16,36,0,0,0,0,0,0,0,0,0,0,0.8
Row876,0,test,2.52732,79.261,118.9056913,56.71,305.34,305.0962991,6,0,7,0,7,0,8,19,39,1,1,0,0,1,0,0,0,0,0,0.636363636
Row877,0,test,0.3385,32.933,50.43150935,12.47,115.176,115.099714,2,0,1,0,2,0,2,8,21,1,0,1,1,0,1,1,0,0,0,1
Row878,0,test,1.3886,53.1644,81.95310611,62.73,201.661,201.0781231,5,2,4,2,5,0,6,13,25,1,1,0,0,1,0,0,0,0,0,0.571428571
Row879,0,test,2.3388,71.0407,107.7356142,56.79,281.314,281.0850658,5,1,7,1,5,0,7,17,37,0,0,0,0,0,0,0,0,0,0,0.7
Row880,0,test,3.7924,82.5358,132.6240993,46.53,325.191,324.0319997,3,1,4,1,3,0,5,21,35,2,2,0,0,0,0,0,2,0,0,0.1875
Row881,1,test,2.5724,99.1988,149.8180839,100.72,370.456,370.0769471,8,4,4,4,6,2,10,24,42,1,1,0,0,0,0,0,1,0,0,0.285714286
Row882,1,test,0.1016,21.2094,36.08409328,52.32,89.094,89.04767846,3,2,1,1,2,1,3,6,13,0,0,0,0,0,0,0,0,0,0,0.666666667
Row883,0,test,1.6034,44.6633,70.59553054,46.53,166.176,166.0629942,3,1,3,1,3,0,3,12,22,1,1,0,0,0,0,0,1,0,0,0.222222222
Row884,0,test,5.458,80.7934,139.2632623,61.6,361.703,361.0328702,5,0,5,0,4,0,9,24,35,2,2,0,0,0,0,0,2,0,0,0.2
Row885,0,test,1.0428,22.167,32.9476226,9.23,74.123,74.07316494,1,0,2,0,1,0,1,5,15,0,0,0,0,0,0,0,0,0,0,1
Row886,0,test,0.0152,23.5788,37.74185635,29.46,90.122,90.06807956,2,1,3,1,2,0,2,6,16,0,0,0,0,0,0,0,0,0,0,1
Row887,1,test,0.0318,34.3978,55.58528581,38.69,134.175,134.0942943,3,1,6,1,3,0,3,9,23,0,0,0,0,0,0,0,0,0,0,1
Row888,0,test,4.67296,96.6418,143.7638206,58.89,329.44,329.1990937,4,1,5,1,4,0,4,24,51,2,1,0,1,0,0,0,1,0,1,0.5
Row889,0,test,4.23832,81.0922,119.4052104,47.56,303.364,303.1058012,4,1,7,1,4,0,6,19,41,1,1,0,0,0,0,0,1,0,0,0.538461538
Row890,0,test,2.9436,79.524,122.495711,58.4,313.319,313.064999,6,0,7,0,7,0,8,20,36,2,2,0,0,1,0,0,1,0,0,0.333333333
Row891,0,test,3.22838,77.214,117.5835603,63.84,298.304,298.0541,5,0,7,0,6,0,7,19,34,1,1,0,0,0,0,0,1,0,0,0.333333333
Row892,0,test,3.7277,68.127,94.44405669,18.46,260.386,260.0128294,2,0,8,0,5,0,6,13,30,0,0,0,0,0,0,0,0,0,0,1
Row893,0,test,5.0053,95.123,134.4428738,36.92,384.487,383.9876164,4,0,12,0,8,0,10,19,41,0,0,0,0,0,0,0,0,0,0,1
Row894,0,test,1.2786,32.3908,50.61509774,38.69,138.103,138.0445808,3,1,4,1,3,0,4,8,19,0,0,0,0,0,0,0,0,0,0,1
Row895,0,test,1.8891,57.6329,86.22007814,58.59,246.29,246.0149376,4,0,7,0,5,0,7,13,28,0,0,0,0,0,0,0,0,0,0,1
Row896,0,test,3.4735,64.777,92.43313797,20.31,217.378,217.1500354,2,0,5,0,2,1,3,14,37,0,0,0,0,0,0,0,0,0,0,0.909090909
Row897,0,test,4.2394,87.162,124.9501541,6.48,284.428,284.1347196,2,0,3,0,3,0,3,20,40,3,2,0,1,0,0,1,2,0,0,0.294117647
Row898,0,test,-0.2144,109.5409,182.4292369,181.62,444.44,444.1532657,10,7,2,6,9,1,10,32,56,4,1,0,3,0,0,0,1,0,3,0.409090909
Row899,0,test,0.645,46.9933,71.66455915,52.49,167.208,167.0946287,3,3,3,3,3,0,3,12,25,1,1,0,0,0,0,0,1,0,0,0.333333333
Row900,0,test,1.2774,37.4064,54.24978116,35.25,123.155,123.0684139,2,2,1,1,2,0,2,9,18,1,1,0,0,0,0,0,1,0,0,0.142857143
Row901,0,test,2.9358,56.2904,77.82838802,26.02,169.227,169.0891494,1,2,1,1,1,0,1,13,24,2,2,0,0,0,0,0,2,0,0,0
Row902,0,test,5.2173,85.061,124.2137999,0,278.782,278.0862282,0,0,3,0,0,0,1,20,35,3,3,0,0,0,0,0,3,0,0,0.052631579
Row903,0,test,1.4886,89.7014,157.7799322,64.68,434.966,431.9247918,6,2,6,2,4,2,12,22,36,1,0,1,1,0,1,1,0,0,0,0.8
Row904,1,test,1.9352,20.846,35.02112256,0,96.944,95.95335542,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0
Row905,1,test,6.1879,80.632,125.7418434,0,318.03,315.938011,0,0,2,0,0,0,4,18,26,2,2,0,0,0,0,0,2,0,0,0
Row906,0,test,5.929,80.241,126.4314465,0,320.046,317.953661,0,0,3,0,0,0,4,18,28,2,2,0,0,0,0,0,2,0,0,0.142857143
Row907,0,test,2.5017,25.642,45.32438879,0,131.389,129.9143831,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0
Row908,0,test,4.04356,55.912,100.1595116,47.58,265.914,263.8815587,2,0,0,0,2,0,6,14,14,1,1,0,0,0,0,0,1,0,0,0
Row909,0,test,4.5523,51.901,93.63357963,0,272.773,269.8131161,0,0,0,0,0,0,6,11,11,1,0,0,1,0,0,0,0,0,1,0.2
Row910,1,test,4.9536,51.492,88.94773425,0,250.339,247.8520884,0,0,0,0,0,0,5,11,12,1,1,0,0,0,0,0,1,0,0,0
Row911,1,test,5.3077,94.0882,143.4480984,41.99,343.213,342.0326684,3,1,3,1,2,1,5,23,35,3,3,0,0,1,0,0,2,0,0,0
Row912,0,test,3.379,68.3304,103.6376001,54.02,247.685,247.0512396,4,2,2,2,2,2,5,17,27,2,2,0,0,1,0,0,1,0,0,0
Row913,1,test,6.223,97.546,184.633769,0,545.546,539.6262322,0,0,0,0,0,0,12,22,22,6,0,6,6,0,0,0,0,6,6,1
Row914,0,test,4.6829,86.5455,148.3686317,44.76,430.907,427.8839117,4,0,12,0,4,0,11,20,35,0,0,0,0,0,0,0,0,0,0,1
Row915,1,test,2.0714,31.081,52.37893394,0,147.432,145.9456832,0,0,2,0,0,0,3,6,11,0,0,0,0,0,0,0,0,0,0,1
Row916,0,test,1.379,11.706,22.57062952,0,70.906,69.93770536,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
Row917,0,test,2.4335,54.1577,82.30071364,32.34,198.653,198.0559907,3,1,1,1,1,2,4,13,24,1,1,0,0,0,0,0,1,0,0,0.222222222
Row918,0,test,2.7989,54.1497,90.85899574,32.34,232.205,232.0823476,3,1,1,1,1,2,6,16,27,1,1,0,0,0,0,0,1,0,0,0.3
Row919,0,test,2.0608,67.752,92.44737157,6.48,240.444,239.9883324,2,0,0,0,4,0,6,12,24,0,0,0,0,0,0,0,0,0,0,0.666666667
Row920,0,test,0.0945,24.368,37.75543314,20.31,87.122,87.06841391,2,0,0,0,1,1,2,6,15,0,0,0,0,0,0,0,0,0,0,0.75
Row921,0,test,2.86982,58.028,83.84959396,15.6,196.681,196.0767261,2,0,2,0,1,0,3,13,26,1,1,0,0,0,0,0,1,0,0,0.3
Row922,0,test,1.7482,43.833,62.28606313,3.24,135.21,135.1047994,1,0,2,0,1,0,1,10,23,1,1,0,0,0,0,0,1,0,0,0.333333333
Row923,0,test,2.0381,80.1298,127.9388787,78.99,324.793,324.0447743,6,0,3,0,5,0,8,21,34,2,2,0,0,1,0,0,1,0,0,0.230769231
Row924,0,test,4.87188,95.899,132.5935708,27.96,293.414,293.1891977,3,0,4,0,2,0,3,22,45,2,2,0,0,0,0,0,2,0,0,0.263157895
Row925,0,test,-1.0293,51.196,79.02895702,61.82,194.194,194.0803756,6,0,0,0,6,0,6,14,24,2,2,0,0,2,0,0,0,0,0,0.375
Row926,0,test,-1.0397,46.5757,72.45404342,72.68,180.167,180.0647255,6,1,0,1,5,0,6,13,21,2,2,0,0,2,0,0,0,0,0,0.285714286
Row927,0,test,0.2386,26.871,43.1145441,20.31,99.133,99.06841391,2,0,0,0,1,1,2,7,16,1,0,1,1,0,1,1,0,0,0,0.8
Row928,0,test,1.0537,50.5332,82.84093133,73.86,223.165,223.0609592,6,1,5,1,5,1,7,14,28,0,0,0,0,0,0,0,0,0,0,0.571428571
Row929,0,test,1.5149,47.3282,71.35115898,38.33,165.192,165.0789786,3,1,2,1,3,0,3,12,23,1,1,0,0,0,0,0,1,0,0,0.222222222
Row930,0,test,-0.6598,18.1194,26.17405353,24.06,60.1,60.06874826,2,2,1,2,2,0,2,4,12,0,0,0,0,0,0,0,0,0,0,1
Row931,0,test,4.1711,160.6872,256.1734235,117.78,608.688,608.2733809,11,1,8,1,10,0,11,44,84,6,3,2,3,1,1,2,2,1,1,0.515151515
Row932,0,test,4.726,85.084,138.056956,44.76,341.19,340.0269143,4,0,5,0,4,0,6,22,36,2,2,0,0,0,0,0,2,0,0,0.1875
Row933,0,test,0.3454,22.213,36.41954167,26.3,86.09,86.03677943,2,0,1,0,2,0,2,6,12,0,0,0,0,0,0,0,0,0,0,0.25
Row934,1,test,4.5165,87.9395,150.7807601,51.55,396.381,396.0930899,4,0,5,0,5,0,10,26,43,2,1,0,1,1,0,1,0,0,0,0.5625
Row935,1,test,2.7951,95.176,155.4291403,65.59,403.888,403.0227392,6,0,4,0,8,0,10,25,40,3,2,0,1,1,0,1,1,0,0,0.4
Row936,0,test,1.7922,89.9648,137.0881997,100.72,342.402,342.0456469,8,4,2,4,6,2,10,22,36,1,1,0,0,0,0,0,1,0,0,0.166666667
Row937,0,test,1.4313,26.762,39.31256471,9.23,88.15,88.088815,1,0,0,0,1,0,1,6,18,0,0,0,0,0,0,0,0,0,0,1
Row938,0,test,0.4187,38.9708,61.95022793,38.69,148.202,148.1099444,3,1,5,1,3,0,3,10,26,0,0,0,0,0,0,0,0,0,0,1
Row939,0,test,4.09318,106.781,172.4932198,103.56,403.394,403.1168206,8,0,7,0,8,0,8,30,47,3,3,0,0,1,0,0,2,0,0,0.090909091
Row940,0,test,1.6034,39.6484,63.56286619,52.37,153.137,153.0425931,4,0,2,0,3,0,4,11,18,1,1,0,0,0,0,0,1,0,0,0.142857143
Row941,1,test,4.9622,58.044,100.4262216,9.23,280.365,277.8626531,1,0,1,0,1,0,6,13,16,1,1,0,0,0,0,0,1,0,0,0.142857143
Row942,0,test,3.8237,86.8054,129.7716808,59.59,300.358,300.1473925,5,2,5,2,4,1,5,22,42,2,2,0,0,0,0,0,2,0,0,0.235294118
Row943,0,test,2.1293,48.5598,72.10934753,29.46,164.204,164.0837296,2,1,3,1,2,0,2,12,24,1,1,0,0,0,0,0,1,0,0,0.2
Row944,1,test,3.6477,105.476,163.6427999,48,387.863,387.1237359,5,0,5,0,4,1,6,27,49,3,2,1,1,0,1,1,2,0,0,0.285714286
Row945,0,test,2.4339,49.3668,72.10934753,29.46,164.204,164.0837296,2,1,2,1,2,0,2,12,24,1,1,0,0,0,0,0,1,0,0,0.2
Row946,0,test,1.9394,48.9684,76.03153473,44.48,187.626,187.0400062,3,2,2,1,3,0,4,12,22,1,1,0,0,0,0,0,1,0,0,0.25
Row947,0,test,0.101,96.7307,160.5075625,152.71,410.412,410.1008533,12,2,6,2,9,3,13,28,46,2,2,0,0,2,0,0,0,0,0,0.266666667
Row948,0,test,2.6318,64.5333,99.28768264,46.53,228.247,228.0786442,3,1,3,1,3,0,3,17,29,2,2,0,0,0,0,0,2,0,0,0.071428571
Row949,0,test,5.2059,88.121,139.0851549,18.46,345.653,344.0137628,2,0,4,0,2,0,5,21,36,2,2,0,0,0,0,0,2,0,0,0.25
Row950,1,test,2.4237,46.895,67.31511377,9.23,148.205,148.088815,1,0,3,0,1,0,1,11,23,1,1,0,0,0,0,0,1,0,0,0.2
Row951,0,test,2.4323,53.447,78.79360112,18.46,178.231,178.0993797,2,0,4,0,2,0,2,13,27,1,1,0,0,0,0,0,1,0,0,0.272727273
Row952,0,test,1.4008,34.6588,53.70412422,29.46,124.139,124.0524295,2,1,1,1,2,0,2,9,17,1,1,0,0,0,0,0,1,0,0,0.142857143
Row953,0,test,3.3367,87.7427,139.8330946,108.13,341.275,341.0535517,8,1,3,1,6,0,8,25,36,4,3,0,1,0,0,1,3,0,0,0.117647059
Row954,1,test,1.35242,81.9082,136.6811014,123.17,357.779,357.0298525,9,2,4,2,7,2,11,23,35,2,2,0,0,1,0,0,1,0,0,0.166666667
Row955,1,test,1.5214,68.82,105.8163661,62.58,302.339,301.9618565,6,0,6,0,9,0,10,16,27,1,1,0,0,1,0,0,0,0,0,0.666666667
Row956,0,test,6.0381,130.4868,202.3290328,169.56,487.428,487.1127979,12,2,7,2,9,1,12,36,53,4,4,0,0,0,0,0,4,0,0,0.041666667
Row957,0,test,1.84434,76.756,119.0258505,55.84,279.336,279.1470582,5,0,5,0,4,1,5,20,41,1,1,0,0,0,0,0,1,0,0,0.466666667
Row958,0,test,2.7345,72.4945,116.6780046,83.56,324.682,323.9736567,7,0,5,0,8,0,10,19,29,2,2,0,0,2,0,0,0,0,0,0.333333333
Row959,1,test,0.6689,23.0195,37.20932894,35.53,110.049,110.0132807,3,0,2,0,3,0,4,6,13,0,0,0,0,0,0,0,0,0,0,1
Row960,0,test,1.9995,79.692,118.5672816,66.24,317.332,317.0057699,6,0,5,0,8,0,9,19,31,2,2,0,0,1,0,0,1,0,0,0.3
Row961,0,test,1.1021,27.5485,43.15916613,35.53,124.076,124.0289308,3,0,2,0,3,0,4,7,16,0,0,0,0,0,0,0,0,0,0,1
Row962,0,test,3.1836,77.461,113.0926807,8.81,249.337,249.138625,2,0,2,0,1,0,2,19,36,3,3,0,0,1,0,0,2,0,0,0.117647059
Row963,0,test,-0.281,50.8256,84.45985657,86.74,246.306,246.0231802,6,0,7,0,6,0,8,14,28,0,0,0,0,0,0,0,0,0,0,1
Row964,0,test,-0.3392,20.7678,31.72959152,34.14,94.135,94.00885043,2,0,0,0,2,0,3,5,11,0,0,0,0,0,0,0,0,0,0,1
Row965,1,test,3.1223,79.6768,123.9674735,50.94,293.798,293.1294899,4,1,4,1,4,0,5,20,40,2,2,0,0,1,0,0,1,0,0,0.466666667
Row966,0,test,1.3966,11.356,22.74566092,0,64.034,64.0124565,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0
